cnae,denominacao,risco,regra_atualizacao,codigo_louos,denominacao_louos,enquadramento_texto,enquadramento1,ate_m2_1,enquadramento2,ate_m2_2,enquadramento3,acima_m2,codigo_tll,especificacao_tll,classificacao
0899-1/99,Extração de outros minerais não-metálicos não especificados anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0910-6/00,Atividades de apoio à extração de petróleo e gás natural,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0990-4/01,Atividades de apoio à extração de minério de ferro,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0990-4/02,Atividades de apoio à extração de minerais metálicos não-ferrosos,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
0990-4/03,Atividades de apoio à extração de minerais não-metálicos,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1011-2/01,Frigorífico - abate de bovinos,ALTO,Regra 1,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/01,Frigorífico - abate de bovinos,ALTO,Regra 1,09.01.02,"Abate de reses em charqueamento e preparação de carne salgada,  inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/01,Frigorífico - abate de bovinos,ALTO,Regra 1,09.05.03,Secagem e salga de couros e peles,ID3-05,ID3-05,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/01,Frigorífico - abate de bovinos,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1011-2/02,Frigorífico - abate de eqüinos,ALTO,Regra 1,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/02,Frigorífico - abate de eqüinos,ALTO,Regra 1,09.01.02,"Abate de reses em charqueamento e preparação de carne salgada,  inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/02,Frigorífico - abate de eqüinos,ALTO,Regra 1,09.05.03,Secagem e salga de couros e peles,ID3-05,ID3-05,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/02,Frigorífico - abate de eqüinos,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1011-2/03,Frigorífico - abate de ovinos e caprinos,ALTO,Regra 1,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/03,Frigorífico - abate de ovinos e caprinos,ALTO,Regra 1,09.01.02,"Abate de reses em charqueamento e preparação de carne salgada,  inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/03,Frigorífico - abate de ovinos e caprinos,ALTO,Regra 1,09.05.03,Secagem e salga de couros e peles,ID3-05,ID3-05,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/03,Frigorífico - abate de ovinos e caprinos,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1011-2/04,Frigorífico - abate de bufalinos,ALTO,Regra 1,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/04,Frigorífico - abate de bufalinos,ALTO,Regra 1,09.01.02,"Abate de reses em charqueamento e preparação de carne salgada,  inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/04,Frigorífico - abate de bufalinos,ALTO,Regra 1,09.05.03,Secagem e salga de couros e peles,ID3-05,ID3-05,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/04,Frigorífico - abate de bufalinos,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",ALTO,Regra 5,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1012-1/01,Abate de aves,ALTO,Regra 5,09.01.03,"Abate e preparação de carne de aves, suínos e pequenos animais, e preparação de subprodutos, inclusive toucinho, banha e linguiça",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1012-1/01,Abate de aves,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1012-1/02,Abate de pequenos animais,ALTO,Regra 5,09.01.03,"Abate e preparação de carne de aves, suínos e pequenos animais, e preparação de subprodutos, inclusive toucinho, banha e linguiça",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1012-1/02,Abate de pequenos animais,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1012-1/03,Frigorífico - abate de suínos,ALTO,Regra 5,09.01.03,"Abate e preparação de carne de aves, suínos e pequenos animais, e preparação de subprodutos, inclusive toucinho, banha e linguiça",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1012-1/03,Frigorífico - abate de suínos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1012-1/04,Matadouro - abate de suínos sob contrato,ALTO,Regra 5,09.01.03,"Abate e preparação de carne de aves, suínos e pequenos animais, e preparação de subprodutos, inclusive toucinho, banha e linguiça",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1012-1/04,Matadouro - abate de suínos sob contrato,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,ALTO,Regra 1,09.01.02,"Abate de reses em charqueamento e preparação de carne salgada,  inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,ALTO,Regra 1,09.01.01,"Abate de reses em matadouros frigoríficos e preparação de carne verde, seca e salgada, inclusive subprodutos",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,ALTO,Regra 1,09.01.03,"Abate e preparação de carne de aves, suínos e pequenos animais, e preparação de subprodutos, inclusive toucinho, banha e linguiça",ID3-01,ID3-01,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,ALTO,Regra 1,09.02.35,"Preparação de carne, banha e produtos de salchicharia não associados ao abate",ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,MÉDIO RISCO,Regra 1,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1013-9/01,Fabricação de produtos de carne,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1013-9/02,Preparação de subprodutos do abate,ALTO,Regras 58 e 59,09.02.47,Preparação de subproduto de carne não associados ao abate,ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1013-9/02,Preparação de subprodutos do abate,MÉDIO RISCO,Regras 58 e 59,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1013-9/02,Preparação de subprodutos do abate,BAIXO RISCO,Regras 58 e 59,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ; nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1020-1/01,"Preservação de peixes, crustáceos e moluscos",ALTO,Regras 6 e 7,09.02.36,"Preparação e conservação de pescado e fabricação de conservas de peixe, crustáceos e moluscos",ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1020-1/01,"Preservação de peixes, crustáceos e moluscos",BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1020-1/01,"Preservação de peixes, crustáceos e moluscos",BAIXO RISCO,Regras 6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos",ALTO,Regras 6 e 7,09.02.36,"Preparação e conservação de pescado e fabricação de conservas de peixe, crustáceos e moluscos",ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos",BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos",BAIXO RISCO,Regras 6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1031-7/00,Fabricação de conservas de frutas,ALTO,Regras 6 e 7,09.02.13,"Preparação de alimentos, conservas, legumes e outros vegetais",ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1031-7/00,Fabricação de conservas de frutas,BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1031-7/00,Fabricação de conservas de frutas,BAIXO RISCO,Regras  6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1032-5/01,Fabricação de conservas de palmito,ALTO,Regras 51 e 52,09.02.13,"Preparação de alimentos, conservas, legumes e outros vegetais",ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1032-5/01,Fabricação de conservas de palmito,ALTO,Regras 51 e 52,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1032-5/01,Fabricação de conservas de palmito,ALTO,Regras 51 e 52,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",ALTO,Regras 6 e 7,09.02.13,"Preparação de alimentos, conservas, legumes e outros vegetais",ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito",BAIXO RISCO,Regras  6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",ALTO,Regras 6 e 7,09.02.34,Fabricação de bebidas não alcoólica,ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",BAIXO RISCO,Regras  6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",ALTO,Regras 6 e 7,09.02.34,Fabricação de bebidas não alcoólica,ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",BAIXO RISCO,Regras  6 e 7,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",ALTO,Regra 47,09.07.03,"Extração de produtos vegetais oleaginosos, ceríficos, medicinais e tóxicos",ID2-07,ID2-07,Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",ALTO,Regra 47,09.02.37,Produção de óleos vegetais em bruto,ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",ALTO,Regra 47,09.02.48,"Produção de óleos , gorduras e ceras vegetais e animais, em bruto; de óleos essenciais vegetais e outros produtos da destilação da madeira, exclusive refinação de produtos alimentares",ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",ALTO,Regra 47,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho",ALTO,Regra 46,09.02.14,Refino de óleos vegetais,ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho",ALTO,Regra 46,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1043-1/00,Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais,ALTO,Regra 46,09.02.15,Preparação de margarina e outras gorduras vegetais e óleos de origem animal não comestíveis,ID3-02 (subgrupo 1),ID3-02 (subgrupo 1),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1043-1/00,Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais,ALTO,Regra 46,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
1051-1/00,Preparação do leite,ALTO,Regras 6 e 7,09.02.38,Preparação de leite,ID3-02 (subgrupo 2),ID3-02 (subgrupo 2),Q,-,Q,,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
1051-1/00,Preparação do leite,BAIXO RISCO,Regras 6 e 7,07.09.02,Confecção artesanal de bebidas e comidas,nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
