cnae,descricao,condicionantes,risco_municipal_unificado
2910-7/01,"Fabricação de automóveis, camionetas e utilitários","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório a empresa ou local para comercialização.",BAIXO A
2920-4/01,Fabricação de caminhões e ônibus,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2920-4/02,Fabricação de motores para caminhões e ônibus,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório a empresa ou local para comercialização.",BAIXO A
2930-1/02,Fabricação de carrocerias para ônibus,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório a empresa ou local para comercialização.",BAIXO A
2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório a empresa ou local para comercialização.",BAIXO A
2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
3041-5/00,Fabricação de aeronaves,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório a empresa ou local para comercialização.",BAIXO A
3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3050-4/00,Fabricação de veículos militares de combate,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3091-1/01,Fabricação de motocicletas,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3091-1/02,Fabricação de peças e acessórios para motocicletas,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,"- Desde que seja escritório da empresa e/ou | - Desde que seja artesanal e não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 750m² (setecentos e cinquenta metros quadrados)",BAIXO A
3212-4/00,Fabricação de bijuterias e artefatos semelhantes,"- Desde que seja escritório da empresa e/ou | - Desde que seja artesanal e não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 750m² (setecentos e cinquenta metros quadrados)",BAIXO A
3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
3230-2/00,Fabricação de artefatos para pesca e esporte,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
3299-0/01,Fabricação de guarda-chuvas e similares,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
